aaaa,aaad,aadd,aada,adda,addd,adad,adaa,ddaa,ddad,dddd,ddda,dada,dadd,daad,daaa
82.01095135595554,182.40638907011794,49.941261965250305,11.423170713962676,3.514042098736017,2.206298908149119,2.030506048696968,0.45663468079255815,0.1438802218533187,0.06413560299141843,0.33712521040099397,0.7673362080130496,0.07350472626913257,0.42417940329937937,0.06230073949675926,0.07288752926991073
