aaaaaa,aaaaad,aaaadd,aaaada,aaadda,aaaddd,aaadad,aaadaa,aaddaa,aaddad,aadddd,aaddda,aadada,aadadd,aadaad,aadaaa,addaaa,addaad,addadd,addada,adddda,addddd,adddad,adddaa,adadaa,adadad,adaddd,adadda,adaada,adaadd,adaaad,adaaaa,ddaaaa,ddaaad,ddaadd,ddaada,ddadda,ddaddd,ddadad,ddadaa,ddddaa,ddddad,dddddd,ddddda,dddada,dddadd,dddaad,dddaaa,dadaaa,dadaad,dadadd,dadada,daddda,dadddd,daddad,daddaa,daadaa,daadad,daaddd,daadda,daaada,daaadd,daaaad,daaaaa
3.897148363688534,96.94093752733798,0.8665658824244402,62.20026708287667,51.81426964456321,0.17989940762306178,43.43876097059463,5.466008561768821,0.5623975423257837,4.069935334446023,0.7286286321102692,12.448297653842486,6.872661815350796,0.5469656547235013,3.378510618357686,0.07037109307820348,1.3691666374617673,0.00011367705380046617,3.7132183212256775,0.05356099250201354,0.7057076774510384,0.48994644525590864,2.108586231263158,0.6393877902477239,0.3999850196325883,2.012642180599173,0.7630762099658251,3.9604137803763644,1.944633408400864,0.0544265616340547,0.758963869250029,0.03073865037577656,0.03670166356096647,0.022317492391267242,0.11373528671806293,0.011485336472138348,0.025840870707365522,0.0006044675701174338,0.10884111227943082,0.0031747190976942397,0.052208790814039015,0.11090690713607261,0.18498139201623048,0.023400533571761264,0.023679650923266654,0.0009831013586586365,9.14074464236307e-06,0.0015893624476800445,0.3235955661284225,0.006525224490953931,0.8977548460424176,0.0005959475844077877,0.04198188944640011,0.26367894895945887,0.280112116559664,0.2911942774291428,0.06957862081454146,0.38987964687181126,0.17041565069940173,0.8108630871115442,0.6081665988358144,0.03881951788910089,0.23285535196158466,0.00046402234358530986
