Time,(V(OUT))@229
0.0,0.0
1e-08,0.0
2e-08,0.0
4.000033855438e-08,0.0
8.000101566315e-08,0.0
1.600023698807e-07,0.0
3.200050783157e-07,0.0
6.400104951859e-07,0.0
1.0000000005e-06,1.6506727198490002e-11
1.005935878062e-06,6.679859449576e-06
1.017807633185e-06,3.380931703845e-05
1.041551143431e-06,0.0001691115176641
1.07373765161e-06,0.000524059725134
1.105936080717e-06,0.001171517596226
1.158805400633e-06,0.00248312621049
1.223953277373e-06,0.004938108060003
1.340086967253e-06,0.01087580921098
1.504762679838e-06,0.02343011106483
1.674826652312e-06,0.04302909882565
1.958354026579e-06,0.0837079747222
2.38478949716e-06,0.1666127121408
3.115876228117e-06,0.3556539834129
4.266579658293e-06,0.7533809935762
5.48480323007e-06,1.281574049868
7.518799812102e-06,2.204157893544
1.099246314218e-05,3.819350213188
1.10000000005e-05,3.822752765613
1.11046538358e-05,3.858690782531
1.121187067082e-05,3.895508930857
1.142117834141e-05,3.967384964693
1.174075460484e-05,4.05613270697
1.216962194493e-05,4.166002242584
1.293256139805e-05,4.271946698318
1.408688879063e-05,4.328775258342
1.576135015538e-05,4.134250829305
1.83179602628e-05,3.698705865989
2.10000000005e-05,2.981524516596
2.150003051808e-05,2.802248376189
2.250005340626e-05,2.376173595665
2.450009918263e-05,1.238658520044
2.850019073536e-05,-1.375640226994
3.10000000005e-05,-2.920634304173
3.150003051808e-05,-3.154353495687
3.250005340626e-05,-3.527483745711
3.450009918263e-05,-3.820836236235
3.61131439214e-05,-3.726726295205
3.764531707814e-05,-3.549313245152
3.917367553761e-05,-3.234226316783
4.057824707081e-05,-2.923258216575
4.210298156788e-05,-2.571010002091
4.378354644825e-05,-2.193492707454
4.542234039357e-05,-1.833327415575
4.743115997364e-05,-1.451287447226
4.98073349004e-05,-1.077719241937
5.256536102345e-05,-0.7159402481168
5.508115387013e-05,-0.4870876820199
5.716512298634e-05,-0.3279181848708
5.92181930547e-05,-0.225498845036
6.087339019825e-05,-0.1429277719138
6.258962249806e-05,-0.09813785828434
6.418836212208e-05,-0.05712905094788
6.587197876027e-05,-0.03100525126326
6.7235351563e-05,-0.0143580434027
6.866681671193e-05,-0.005917075981195
7.003667450001e-05,0.002083746705026
7.145440673878e-05,0.005342666482013
7.297513580372e-05,0.008838343514426
7.446668243458e-05,0.01039712052444
7.596757507374e-05,0.01130511207169
7.748220062306e-05,0.0108403474202
7.888696289113e-05,0.01030406553076
8.044259643605e-05,0.009338845684504
8.183095550587e-05,0.008465436718281
8.336465454152e-05,0.007368780045923
8.46727142339e-05,0.006433464605177
8.599450683644e-05,0.005644680622561
8.749730682423e-05,0.004754284537826
8.934190368702e-05,0.003752399058251
9.100682830861e-05,0.003048195542568
9.255139923146e-05,0.002394897333152
9.433324432423e-05,0.001851616819596
9.582097625782e-05,0.001488744885689
9.733731842091e-05,0.001118894645361
9.910562133839e-05,0.0007936422598899
0.0001009113082891,0.0005554352473376
0.0001027057418828,0.0003395991764022
0.00010418851471,0.000237093674016
0.0001056062469487,0.0001390844896531
0.0001074130783086,7.14411708621e-05
0.0001091363677984,2.688184294852e-05
0.0001106384048467,2.09109326063e-06
0.0001125472793584,-1.633211906205e-05
0.0001143470535283,-2.891289063807e-05
0.0001163249740606,-3.100263359176e-05
0.0001184840927129,-3.121063900703e-05
0.0001206691513067,-2.828155140452e-05
0.00012306401825,-2.365549962283e-05
0.0001255023727422,-1.885563908109e-05
0.0001280845413213,-1.422665531153e-05
0.0001309581527715,-1.012024424744e-05
0.0001339511642461,-6.367844295666e-06
0.0001372024307256,-4.024528103866e-06
0.0001404792556768,-2.228467263683e-06
0.0001438956985479,-1.041612030627e-06
0.0001477069625859,-4.539631955199e-07
0.0001515231857305,-1.299934138154e-07
0.0001557163009649,2.055360258683e-08
0.0001597842941289,6.02400046309e-08
0.0001639919052129,5.549174176938e-08
0.0001689372787481,3.62012426809e-08
0.0001735622177129,2.09526058443e-08
0.0001785625228887,1.011159911897e-08
0.0001835628280645,4.225844397042e-09
0.0001885631332402,1.446443727263e-09
0.000193563438416,3.147033397141e-10
0.0001985637435918,-5.5839834539190004e-11
0.0002035640487676,-1.248581253776e-10
0.0002085643539434,-1.000350327153e-10
0.0002135646591192,-6.124907904165e-11
0.0002185649642949,-3.193778274953e-11
0.0002235652694707,-1.4510378596440001e-11
0.0002285655746465,-5.623032720078e-12
0.0002335658798223,-1.67569792608e-12
0.0002385661849981,-1.93006629396e-13
0.0002435664901738,2.202539174207e-13
0.0002485667953496,2.452239172345e-13
0.00025,2.290265300085e-13
