aaaaa,aaaad,aaadd,aaada,aadda,aaddd,aadad,aadaa,addaa,addad,adddd,addda,adada,adadd,adaad,adaaa,ddaaa,ddaad,ddadd,ddada,dddda,ddddd,dddad,dddaa,dadaa,dadad,daddd,dadda,daada,daadd,daaad,daaaa
7.784815118948523,183.33497033736646,59.8065435881901,58.91397590990895,12.687886222483323,4.273037845690538,16.425969825809627,6.333180559057649,1.292416722490405,1.7082878696324575,0.7003622408314668,2.3790800459233696,1.0781029858849398,0.48757433377686527,0.7209378464193158,0.0827975864103939,0.2614091076424011,0.1796209487259203,0.18877532897115054,0.04902403802410437,0.0797291206806118,0.09744655782765359,0.06587768560103607,0.5078558897800783,0.017706826810315553,0.010692016771876388,0.05935450314716787,0.27000071421546185,0.21228992274868247,0.07243251331672095,0.10137670955535391,0.015555041467484598
