aaaaaaa,aaaaaad,aaaaadd,aaaaada,aaaadda,aaaaddd,aaaadad,aaaadaa,aaaddaa,aaaddad,aaadddd,aaaddda,aaadada,aaadadd,aaadaad,aaadaaa,aaddaaa,aaddaad,aaddadd,aaddada,aadddda,aaddddd,aadddad,aadddaa,aadadaa,aadadad,aadaddd,aadadda,aadaada,aadaadd,aadaaad,aadaaaa,addaaaa,addaaad,addaadd,addaada,addadda,addaddd,addadad,addadaa,addddaa,addddad,adddddd,addddda,adddada,adddadd,adddaad,adddaaa,adadaaa,adadaad,adadadd,adadada,adaddda,adadddd,adaddad,adaddaa,adaadaa,adaadad,adaaddd,adaadda,adaaada,adaaadd,adaaaad,adaaaaa,ddaaaaa,ddaaaad,ddaaadd,ddaaada,ddaadda,ddaaddd,ddaadad,ddaadaa,ddaddaa,ddaddad,ddadddd,ddaddda,ddadada,ddadadd,ddadaad,ddadaaa,ddddaaa,ddddaad,ddddadd,ddddada,dddddda,ddddddd,dddddad,dddddaa,dddadaa,dddadad,dddaddd,dddadda,dddaada,dddaadd,dddaaad,dddaaaa,dadaaaa,dadaaad,dadaadd,dadaada,dadadda,dadaddd,dadadad,dadadaa,dadddaa,dadddad,daddddd,dadddda,daddada,daddadd,daddaad,daddaaa,daadaaa,daadaad,daadadd,daadada,daaddda,daadddd,daaddad,daaddaa,daaadaa,daaadad,daaaddd,daaadda,daaaada,daaaadd,daaaaad,daaaaaa
0.026506593433799512,0.4657595500264924,0.163478150014125,0.015663615731170887,0.21982366567454314,0.6686147246753076,0.28583902854625337,1.5012893046144344,0.09141718925370307,1.426373646061429,1.2747116117688888,0.042383493138722715,0.16456455564600989,0.2073905747318916,0.033692855600096966,0.010846263124729753,0.05691358816798723,2.5216914178001293,1.7716328957960714,0.10995619895363963,0.9251516622694009,8.147079501105988,1.175419813949551,10.193488890561499,0.09060169423003893,0.05640567458912354,1.4796280626758196,0.23687735657976997,0.8827709168707734,0.03786579221112871,0.5375460978787662,0.03405073759769498,0.014182320119907374,0.47401784472218017,0.10822855119023408,0.06277794645837204,0.023375517114344702,2.8675075503869323,0.13775424222994853,3.8646373897480113,0.14032779192875927,0.6876316981747839,1.6129606184608507,0.03167622905930629,0.2271060826770946,0.056143475127480184,0.08461665127345647,0.00022210787624967905,0.006325842220936432,0.2528038367294366,0.19666108482311412,0.014994869092038208,0.17635136089076442,0.6642101394676213,0.18197244047366634,0.7513435110764521,0.02336172486063793,0.04139477572648132,0.20739759712638559,0.004009058348859928,0.05816567584191941,0.0006286951346185402,0.03182123755518019,6.11884203750034e-05,0.00019114629386153472,0.007806404269660044,0.0076094033788923375,0.000899065011713289,0.0004998364248604204,0.06668086115809822,0.0052149457663069115,0.08822457285983319,0.00023177218326435862,0.0189626617411262,0.0323315761710469,0.0018961353107670685,0.009432266878363939,0.0028019912566185417,0.00017262430187876736,0.00035884412883988487,0.0014288071128641178,0.07932236124448215,0.057580754180471865,0.003169483032090111,0.0114953507160564,0.3637001423147982,0.02722561499076682,0.46193071399397073,7.218004435890616e-05,0.0009303851656466605,0.015002979606032259,0.01805301657512193,0.026270869933424274,0.00735221243815994,0.02567252910204043,0.005758797155695774,0.003927637284278401,0.110679553218707,0.024716377007546128,0.013042596009208856,0.012089547185939202,0.6072354005031415,0.052444048464583115,0.8500860297002363,0.015084725372177196,0.14316183278627662,0.2861618471104248,0.008293447247124117,0.05512543657356452,0.017096060424231507,0.018795893005103193,0.00022455434793647913,0.00128665787192073,0.05516051399884011,0.04272921652027107,0.0037766849647154904,0.025643271225742656,0.15176367783112193,0.01862973069136908,0.15317485558398883,0.0008484718469684658,0.004920865269952618,0.025617283532086497,0.0030150990476674262,0.010316630419543144,0.0017833651119973173,0.0033240855727155903,0.0008861169617551389
