aaaa,aaad,aadd,aada,adda,addd,adad,adaa,ddaa,ddad,dddd,ddda,dada,dadd,daad,daaa
222.8542127669404,76.5964688256082,35.8205118963194,1.088985654886639,4.694157341251585,2.264168157508722,3.3867248853316383,1.0716865661165211,0.05750247319359723,0.03350855234668346,0.036943307333339476,0.026469657683949953,0.12377394669119672,0.17115409822660296,0.05558655963640666,0.02655339669555421
