aaaa,aaad,aadd,aada,adda,addd,adad,adaa,ddaa,ddad,dddd,ddda,dada,dadd,daad,daaa
228.13316995010837,48.56560090969601,4.8744540029532395,9.52912816561524,1.4191148645394633,0.9013349751941245,0.7820862358587272,0.028925735260126838,0.14055478093523605,0.0294189812580602,0.5573365113219474,0.07295586089884465,0.06858059081286212,0.08918574393967343,0.02004074946866842,0.004026642503099484
