aaaa,aaad,aadd,aada,adda,addd,adad,adaa,ddaa,ddad,dddd,ddda,dada,dadd,daad,daaa
83.50211857176019,178.10450352578306,36.550216740096246,8.88065710323354,1.2564503543840961,1.9968715825436845,1.4124810010991944,0.33446604747396,0.16169982832519972,0.04411318415874399,0.49476477225152643,0.48205255063680125,0.032968699709983534,0.34893778079625554,0.06433367273764154,0.09972559358809562
