aaaa,aaad,aadd,aada,adda,addd,adad,adaa,ddaa,ddad,dddd,ddda,dada,dadd,daad,daaa
231.1614547410378,58.97059639914782,4.211460039647222,7.486412174028428,1.1520296445900429,1.5828934738939693,1.1411287230338,0.10527129034568244,0.1777446321181019,0.04155974134275393,0.7548246648637107,0.06517986814646444,0.12213720910490952,0.1490738394034171,0.044376819599886326,0.007093344425494243
