aaaa,aaad,aadd,aada,adda,addd,adad,adaa,ddaa,ddad,dddd,ddda,dada,dadd,daad,daaa
229.60813764688677,51.730454082268274,3.040607179805896,7.712959183558943,1.181268200413075,1.1646769035362132,0.9237980937610158,0.04075929044219938,0.17584745221303236,0.02509374696669723,0.7108560627382491,0.07130119287859035,0.08798143226539612,0.10398615870155672,0.045020848618000375,0.0056367957553209455
