aaaaa,aaaad,aaadd,aaada,aadda,aaddd,aadad,aadaa,addaa,addad,adddd,addda,adada,adadd,adaad,adaaa,ddaaa,ddaad,ddadd,ddada,dddda,ddddd,dddad,dddaa,dadaa,dadad,daddd,dadda,daada,daadd,daaad,daaaa
75.56096412146637,58.47880369702103,131.16707542915938,25.494635280903346,7.488696042256281,9.860746218592544,9.09306813575998,2.753747166363701,0.2568271880499858,0.23296515661665887,0.3061736923165012,0.4243891459499097,0.9808594685318553,0.46708987723180756,0.16323157293813223,0.1112365813408443,0.20044511377270735,0.17560545467431707,0.017141345095473597,0.034338535716175476,0.026061379785565553,0.033732322277224905,0.04964606685805214,0.21108385256709822,0.11382997661924307,0.03969101912994182,0.017209539261589107,0.008186221542427123,0.09065705600587137,0.05095474392932794,0.0008075091484865711,0.013469756050325396
