aaaa,aaad,aadd,aada,adda,addd,adad,adaa,ddaa,ddad,dddd,ddda,dada,dadd,daad,daaa
157.81520598884885,65.82504354167021,21.796189059915115,4.578053128268329,0.18953437395805967,0.9892528664528893,0.8365583216259128,0.24238738076914756,0.050397368057277805,0.023818500688691947,0.056186811381012364,0.06993696713564264,0.04916794375610414,0.09363204505411654,0.04058019805518341,0.041651826399231345
