Time,(V(OUT))@7
0.0,0.0
5e-08,-0.04559938637519
5.28770416975e-08,-0.04822298173157
5.575967133045e-08,-0.05085145647358
6.151375472546e-08,-0.0560977673722
6.928023993969e-08,-0.06317738443752
8.07884067297e-08,-0.0736640761177
1.038047403097e-07,-0.09462969066689
1.325222581625e-07,-0.1207630417748
1.785549253225e-07,-0.162606496613
2.706202596426e-07,-0.2461530507213
3.735813230276e-07,-0.3393282045939
5.064043134451e-07,-0.4589825856365
7.209095090628e-07,-0.6513232782487
1.030758294463e-06,-0.9270648645706
1.399877938628e-06,-1.251929829679
1.912287148833e-06,-1.695066285846
2.675035867095e-06,-2.340637259695
3.910997781157e-06,-3.35377053307
5.000000001e-06,-4.207895044103
5.189762116479e-06,-4.178974061195
5.379543305443e-06,-4.149740163901
5.691299439477e-06,-4.101316060204
6.152400971459e-06,-4.027809022765
6.775913239525e-06,-3.925466619492
8.022937775658e-06,-3.715133570517
9.635410309838e-06,-3.422067096099
1.21294593821e-05,-2.95880832904
1.5000000001e-05,-2.401398966498
1.521710395913e-05,-2.16305951172
1.565131187539e-05,-1.68851882507
1.639384269814e-05,-0.8860335862516
1.726225853066e-05,0.02525243477995
1.874732017617e-05,1.537660173384
2.0000000001e-05,2.776067509114
2.02970123301e-05,2.786788018605
2.059795379739e-05,2.795558877725
2.119199752908e-05,2.810813201448
2.238008499246e-05,2.833922965708
2.374040603738e-05,2.831433292073
2.611658096413e-05,2.782545234661
3.086893081765e-05,2.557724027762
3.648263931374e-05,2.03722688588
4.598733902078e-05,0.9936021849469
5.598794937234e-05,-0.1260770407307
6.487161636453e-05,-0.8538889874086
7.384836196999e-05,-1.21033405893
8.310586929421e-05,-1.171299117692
9.182321548562e-05,-0.8524857752365
0.0001001774024973,-0.4055487986595
0.0001084064674387,0.02760961478743
0.0001164341163645,0.3406281786023
0.0001251102638255,0.5291325063422
0.0001334446144114,0.5560280272244
0.0001428852272044,0.43162639667
0.0001511524391184,0.2449356446721
0.0001594654273997,0.03644983471688
0.0001680927467356,-0.1340573513317
0.0001771824073802,-0.2367109885628
0.0001864093971262,-0.2539785925583
0.0001948291969309,-0.2071233579729
0.0002029392433177,-0.1283951214365
0.0002111515235911,-0.03585316201999
0.0002197666358958,0.05098355954634
0.0002285907936106,0.103427829053
0.0002370716285716,0.1179284142151
0.0002453373146067,0.1039264439759
0.0002536121559153,0.07130942574188
0.0002621738624583,0.02821021377151
0.0002708011817942,-0.01312055919665
0.0002796467018137,-0.04354841139215
0.0002879123878489,-0.05383125462409
0.0002961826515208,-0.05046543048953
0.0003045383644114,-0.03734297066895
0.0003131534767161,-0.01831579444993
0.0003219959449778,0.001510506639522
0.0003313205909739,0.01725454545569
0.0003395862770091,0.02473094488389
0.0003478595924387,0.02401765146722
0.0003561863136302,0.0185114003873
0.0003648121070872,0.01040368507124
0.0003738636207591,0.001277631093368
0.0003821308326731,-0.0058950129493
0.000390401096345,-0.01048470922967
0.0003989917945872,-0.0115859171212
0.0004072620582591,-0.009650916434008
0.0004157795143137,-0.005989824073685
0.0004240482521067,-0.00199930672286
0.0004323185157786,0.001569205610773
0.0004406833839427,0.004129780871716
0.0004492313575755,0.005272815234156
0.0004575412940989,0.004835900894696
0.0004659687232981,0.003390583489307
0.0004742420387278,0.001598367423953
0.0004825092506419,-0.000143750870487
0.0004909824562083,-0.001538529388456
0.0004995121192942,-0.002348391214197
0.0005,-0.002369211368346
