aaaa,aaad,aadd,aada,adda,addd,adad,adaa,ddaa,ddad,dddd,ddda,dada,dadd,daad,daaa
79.10938134448098,179.60680450679766,33.21146908350484,6.48269792989924,0.8704295853741529,1.9470880894069993,1.0869819028743042,0.3128385730696765,0.14206129550049723,0.05113512209795474,0.4303268556521959,0.3669559955214143,0.05641064845573597,0.3417823310965934,0.05040630441127584,0.06422378115264096
