aaaa,aaad,aadd,aada,adda,addd,adad,adaa,ddaa,ddad,dddd,ddda,dada,dadd,daad,daaa
158.13471238295284,105.33258534320794,56.36103598652339,4.3273610100675315,0.7502626693270961,2.282987737844207,0.34097978316711447,0.035376154122024314,0.4768645779685959,0.13811021220309141,0.15703126097498896,0.3361632591893284,0.18843510972078092,0.019941824187565172,0.05759053350278259,0.006002596658685241
