aaaaa,aaaad,aaadd,aaada,aadda,aaddd,aadad,aadaa,addaa,addad,adddd,addda,adada,adadd,adaad,adaaa,ddaaa,ddaad,ddadd,ddada,dddda,ddddd,dddad,dddaa,dadaa,dadad,daddd,dadda,daada,daadd,daaad,daaaa
6.689728205443293,157.51801140239854,48.247631957871015,47.935012204121044,10.273102259875944,4.597021222238998,11.910200362632182,3.834009235446493,0.6315615135147171,0.827285215053898,0.2756778792630031,1.5711441004656113,1.2109900800029396,0.32913597669492106,0.520607187485431,0.05416036013719485,0.16963281737119357,0.1269968362137395,0.22309270823997973,0.0409537293895104,0.05970491787481519,0.08010600547240153,0.04596933143401348,0.3767871929048562,0.014615057517040207,0.0033018534854107546,0.02757667148570063,0.18137281278848696,0.18186367716074753,0.044615852826742394,0.08248863076969212,0.015308292221562355
