aaaaa,aaaad,aaadd,aaada,aadda,aaddd,aadad,aadaa,addaa,addad,adddd,addda,adada,adadd,adaad,adaaa,ddaaa,ddaad,ddadd,ddada,dddda,ddddd,dddad,dddaa,dadaa,dadad,daddd,dadda,daada,daadd,daaad,daaaa
6.369555195878454,167.399812239035,57.32645759329074,49.40470975394097,10.451398547617679,5.047493504892078,13.749430438567272,4.748027323170055,0.478609061742221,0.6229166889358494,0.25875762286349,1.5024810418897143,1.4324903255020662,0.35396894563600095,0.5308447054217516,0.05185579526512143,0.18546870941277058,0.1327107183064125,0.25804570336552096,0.04378546975576503,0.06576315809943545,0.08573977963958532,0.05352686991564385,0.3910577954508464,0.024238305939652774,0.0009585740738801307,0.026266262096642422,0.16999837923850863,0.19906322608613033,0.04434393587495328,0.08282760235287055,0.015490489715544826
