aaaaaa,aaaaad,aaaadd,aaaada,aaadda,aaaddd,aaadad,aaadaa,aaddaa,aaddad,aadddd,aaddda,aadada,aadadd,aadaad,aadaaa,addaaa,addaad,addadd,addada,adddda,addddd,adddad,adddaa,adadaa,adadad,adaddd,adadda,adaada,adaadd,adaaad,adaaaa,ddaaaa,ddaaad,ddaadd,ddaada,ddadda,ddaddd,ddadad,ddadaa,ddddaa,ddddad,dddddd,ddddda,dddada,dddadd,dddaad,dddaaa,dadaaa,dadaad,dadadd,dadada,daddda,dadddd,daddad,daddaa,daadaa,daadad,daaddd,daadda,daaada,daaadd,daaaad,daaaaa
0.2068653380682247,17.053932004198394,10.606878828053484,1.3731654018010582,115.06929033251757,19.251741515571126,63.613755624308524,3.527855597750224,9.907141841408931,7.73326197399721,19.78845594719616,0.3214862509764595,17.50548652693775,7.160419112821764,7.628709910507618,0.14573573122665395,1.1486738690570502,0.09900312266076654,0.5385538052776437,1.0004655574902277,2.2384428126262055,0.0048387156920374815,2.6358039637821227,0.6179316486106612,0.9031724301590824,2.7845763751744466,2.5124718400366457,0.34520314731781176,3.8350222850130997,1.080737161076281,1.448605687838385,0.005397740515109161,0.044799211604242495,0.012137232803109204,0.09350625417923147,0.05193905389244125,0.00023998131370581697,0.0027685909456112204,0.00186894125391858,0.013001059449566095,0.20677313622538437,0.001974163592067073,0.19178775194441933,0.002193341198193697,0.001241564768390572,0.001026145010186312,0.0025916221827124086,0.0005572122682380951,0.304107113454026,0.00026809356524517094,0.11063528024782966,0.14935511217640057,0.5094538627665675,0.0014756107718159276,0.7055141490506085,0.2480648402736288,0.21427956821584132,0.5664242066734956,0.6750522963616536,0.03170927450960979,1.0924925724215329,0.3672409937633202,0.3732767857745562,1.7220014060165102e-05
