aaaa,aaad,aadd,aada,adda,addd,adad,adaa,ddaa,ddad,dddd,ddda,dada,dadd,daad,daaa
81.02221571540032,169.30166483388797,34.48729436778123,6.905972605360888,1.1144730017843933,1.757773884801686,1.2632682132842725,0.32176671856931743,0.14392576941476326,0.04757700173961955,0.4215113498813592,0.38279342031652464,0.04246233545969742,0.3501145003255591,0.05544404916280447,0.06522613484184035
