aaaa,aaad,aadd,aada,adda,addd,adad,adaa,ddaa,ddad,dddd,ddda,dada,dadd,daad,daaa
222.9857837731823,82.57330419103258,23.099720163620653,1.330765697598181,3.244324045457341,0.761853749574117,0.20084276669393317,0.0298146813298978,0.22357790151916293,0.17495481757345785,0.03223489834855004,0.2549308217916392,0.08777155061254963,0.020700855230145185,0.03505935504434344,0.016166721761144136
