aaaa,aaad,aadd,aada,adda,addd,adad,adaa,ddaa,ddad,dddd,ddda,dada,dadd,daad,daaa
227.34124448675186,116.71378115702332,17.778877896488577,23.78831049698684,1.1061260832167203,1.717384764001821,2.040401990704987,0.8500331333086631,0.34410231723837437,0.2942541585399491,0.16898908614271588,0.5237058943101293,0.03478728005051079,0.14606285941013442,0.30119686524128686,0.09360431654837241
