aaaaa,aaaad,aaadd,aaada,aadda,aaddd,aadad,aadaa,addaa,addad,adddd,addda,adada,adadd,adaad,adaaa,ddaaa,ddaad,ddadd,ddada,dddda,ddddd,dddad,dddaa,dadaa,dadad,daddd,dadda,daada,daadd,daaad,daaaa
25.394784751888672,52.91137558396277,155.5119268693823,2.7283585744859415,36.160241360850776,9.02067417219125,7.954914242119809,1.1886703028035308,0.9190819222460063,0.6613877765432342,1.5411031151375743,1.000789589568289,1.640031430555735,0.27673439125062205,0.2903322052491977,0.020535605795880738,0.15574316479423758,0.0034397246735908484,0.014838196421933044,0.023342737119109502,0.30010537430029494,0.2263258464330336,0.1403002875942586,0.3642192727050359,0.016811243194728855,0.02049334683802141,0.21603984863407272,0.2064185358993696,0.09632099446965806,0.017961798962990175,0.09418449697967185,0.01866695297742485
