Time,(V(OUT))@2
0.0,0.0
1e-08,0.0
2e-08,0.0
4.000033855438e-08,0.0
8.000101566315e-08,0.0
1.600023698807e-07,0.0
3.200050783157e-07,0.0
6.400104951859e-07,0.0
1.0000000005e-06,1.97834919511e-11
1.005935878062e-06,7.939552423064e-06
1.017807633185e-06,4.018994470911e-05
1.041551143431e-06,0.0002011031152307
1.073725730681e-06,0.0006233020111859
1.105912238859e-06,0.001394372628875
1.158757716917e-06,0.002957381134136
1.223834068083e-06,0.005886221405881
1.339800864958e-06,0.01297783110199
1.504071265959e-06,0.02800932549442
1.673634559416e-06,0.05156648593482
1.956017524504e-06,0.1006777170735
2.37954428842e-06,0.201368398785
3.102524787688e-06,0.4324963357351
4.233391792082e-06,0.9245253050691
5.430253059172e-06,1.593916779367
7.406266242766e-06,2.787663613849
1.070102027109e-05,4.873781085789
1.10000000005e-05,5.061683191452
1.150003051808e-05,5.307704576757
1.250005340626e-05,5.690542794298
1.450009918263e-05,5.914484517649
1.850019073536e-05,5.081862798426
2.10000000005e-05,4.114906754578
2.150003051808e-05,3.861374092521
2.250005340626e-05,3.267953953706
2.450009918263e-05,1.702378264046
2.850019073536e-05,-1.938831463573
3.10000000005e-05,-4.127219442278
3.150003051808e-05,-4.468978981255
3.250005340626e-05,-5.030938320793
3.44077835088e-05,-5.520612157313
3.613851165821e-05,-5.387071464077
3.797280883839e-05,-5.166179115325
3.990686035206e-05,-4.533320125934
4.2137695313e-05,-3.803347863615
4.444635009816e-05,-2.983164821847
4.699227905323e-05,-2.102350034671
4.996125793507e-05,-1.330410856501
5.304963684132e-05,-0.6639764467957
5.563638305714e-05,-0.2716451912321
5.803201293995e-05,-0.07386120139265
6.027848815968e-05,0.06706940171304
6.213224029591e-05,0.131538788176
6.389024353077e-05,0.1743113270349
6.55299911504e-05,0.1763397297445
6.737592315724e-05,0.17862318693
6.916024780323e-05,0.1652331268228
7.083280181935e-05,0.1501217586455
7.245690918019e-05,0.1312938258149
7.416741943409e-05,0.1088771749254
7.575299835255e-05,0.08842168607927
7.738416290333e-05,0.07188762407177
7.897508239796e-05,0.05576150021716
8.049485778859e-05,0.04035651821579
8.214032745411e-05,0.029475742363
8.371236419728e-05,0.0196335103932
8.533780670216e-05,0.01079233242857
8.697145080616e-05,0.005511555941204
8.863542175343e-05,0.000132747526048
9.008443450978e-05,-0.002347092883184
9.158017730763e-05,-0.004444589299445
9.298627471974e-05,-0.006160893594476
9.434564209034e-05,-0.006323072555509
9.580457305958e-05,-0.006497129925081
9.720189666798e-05,-0.006596191612711
9.858586883595e-05,-0.006178364584873
0.0001000291595464,-0.005742629039165
0.0001016481170659,-0.005114225149257
0.0001033571014409,-0.004289281050077
0.0001052716979985,-0.003388460855758
0.0001068773040776,-0.002771213762351
0.0001083303222661,-0.002212626406973
0.0001102971801763,-0.001496924605425
0.000112197662354,-0.00105838937135
0.00011424005127,-0.0005871092342095
0.0001160539398198,-0.0003025279119947
0.0001181600341802,-4.867144256079e-05
0.0001204362640386,0.0001005917430707
0.0001224012146001,0.000185402441172
0.0001245099792485,0.0002244170496934
0.0001269868621831,0.0002388559747206
0.0001294606933599,0.0002072057508485
0.0001319375762944,0.0001723755744669
0.0001346383819585,0.0001305530492458
0.0001374974975591,8.932989792517e-05
0.0001404100189214,5.335721254479e-05
0.0001434865722661,2.613502042693e-05
0.0001466710815435,7.533907261228e-06
0.0001501081237798,-3.11365176139e-06
0.0001536916503911,-7.647669443805e-06
0.0001574537048345,-8.172793576685e-06
0.000161261535645,-6.340232359355e-06
0.0001654790649419,-4.061350406223e-06
0.0001698278198247,-2.109026386994e-06
0.0001742032775884,-7.880394908969e-07
0.0001787526855474,-5.620007185731e-08
0.0001836171875005,2.264281597848e-07
0.0001886174926763,2.445853676107e-07
0.0001936177978521,1.681896837839e-07
0.0001986181030278,8.709945903254e-08
0.0002036184082036,3.176339383156e-08
0.0002086187133794,3.305762343636e-09
0.0002136190185552,-6.948724366547e-09
0.000218619323731,-7.907212076399e-09
0.0002236196289067,-5.556765170477e-09
0.0002286199340825,-2.933415714423e-09
0.0002336202392583,-1.104353638962e-09
0.0002386205444341,-1.454154643532e-10
0.0002436208496099,2.115683062114e-10
0.0002486211547857,2.577463906247e-10
0.00025,2.426985620666e-10
