aaaaa,aaaad,aaadd,aaada,aadda,aaddd,aadad,aadaa,addaa,addad,adddd,addda,adada,adadd,adaad,adaaa,ddaaa,ddaad,ddadd,ddada,dddda,ddddd,dddad,dddaa,dadaa,dadad,daddd,dadda,daada,daadd,daaad,daaaa
19.322144807379246,52.112175241917676,162.5569612374613,1.844441631064671,34.4571709741931,6.142211128707248,5.279878664643401,1.3762104982907266,0.6990467789822432,0.4355889542416645,0.8641278766854896,1.4754272228718854,1.1357992375358892,0.2601055197480312,0.27245393170217747,0.0126737549753713,0.15096627468680593,0.002556764047418741,0.012605063853468811,0.03133726967604013,0.2423977593708586,0.18648419417515216,0.13807951028048812,0.32550304437067645,0.03684159181715335,0.006261926037405563,0.1564536012119413,0.22711953609365235,0.04640222617091931,0.021132975530419675,0.06713668968189436,0.011643084169391827
