aaaa,aaad,aadd,aada,adda,addd,adad,adaa,ddaa,ddad,dddd,ddda,dada,dadd,daad,daaa
207.64819846966694,45.18034004019014,18.09963361276297,6.059924877690467,3.44839548456493,1.4102874268632377,1.7754266032567938,0.6602162463484915,0.001636884983032802,0.007447712503881595,0.01175265518442414,0.014851722293438759,0.10652599018740831,0.02114632493686624,0.09924069452359138,0.010146449534798242
