aaaaaa,aaaaad,aaaadd,aaaada,aaadda,aaaddd,aaadad,aaadaa,aaddaa,aaddad,aadddd,aaddda,aadada,aadadd,aadaad,aadaaa,addaaa,addaad,addadd,addada,adddda,addddd,adddad,adddaa,adadaa,adadad,adaddd,adadda,adaada,adaadd,adaaad,adaaaa,ddaaaa,ddaaad,ddaadd,ddaada,ddadda,ddaddd,ddadad,ddadaa,ddddaa,ddddad,dddddd,ddddda,dddada,dddadd,dddaad,dddaaa,dadaaa,dadaad,dadadd,dadada,daddda,dadddd,daddad,daddaa,daadaa,daadad,daaddd,daadda,daaada,daaadd,daaaad,daaaaa
12.787779229820815,96.5037345058417,4.645458427224068,67.08316599607475,32.718177612745755,0.013718273343343062,24.10852733256098,2.698939921823981,0.003155883233597435,6.541705739925256,1.645484994620965,8.642083295464804,7.75114690884797,0.07025470319539101,2.135499832321358,0.05167931785671318,0.8923592239276062,0.11863943809130015,2.2298393208068905,0.10675276519937649,0.06810422355477125,0.04659062002385427,1.1092019851587167,0.23511305968674492,0.1418408773436152,2.3917044227277935,1.0883980663288633,2.9178567837859566,1.6708542186666069,0.010640938146955868,0.3885851197831908,0.030611921759821907,0.039194634793932016,0.029655341828449627,0.08787388403635264,0.03249821463501697,0.007136203361132978,0.0007376681825933682,0.06532645113480605,0.00014078856678722583,0.11165349309157256,0.048261684226664756,0.14186034404719955,0.040212004039594004,0.000169004231485559,0.00570628616085821,0.0003661107910840482,0.0006608117229745885,0.2121255993759186,0.044708745224639426,0.5462879239755652,0.04956347901869003,0.003831781102067873,0.07900006056424572,0.1245095058537882,0.14712974381845428,0.019944203006991703,0.48722778564988706,0.242165979187857,0.6105513583499055,0.5506839236364701,0.0219814031937475,0.14495725777716006,0.00013967692389371702
